"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.669893708E0,-6.424266845E-2,1.467226148E0,-1.289916337E-1,1.474285770E0
2.679868708E0,-5.420415103E-2,1.413326502E0,-1.423452199E-1,1.421510483E0
2.689843708E0,-3.497053310E-2,1.354062915E0,-1.464856416E-1,1.362412331E0
2.699818708E0,-1.570596546E-2,1.293541551E0,-1.435720474E-1,1.301579561E0
2.709793708E0,3.447489580E-3,1.237689495E0,-1.273856163E-1,1.244232401E0
2.719768708E0,2.740511484E-2,1.185847521E0,-1.060581878E-1,1.190896184E0
2.729743708E0,5.222497880E-2,1.140838027E0,-7.369013131E-2,1.144407745E0
2.739718708E0,7.093802094E-2,1.102756023E0,-4.097780585E-2,1.105794841E0
2.749692708E0,8.858519047E-2,1.073123574E0,-7.723180577E-3,1.076801369E0
2.759667708E0,9.842094779E-2,1.043138862E0,2.795860916E-2,1.048144576E0
2.769642708E0,1.082954183E-1,1.011233330E0,5.679185316E-2,1.018600049E0
2.779617708E0,1.153568253E-1,9.771540165E-1,8.128566295E-2,9.872915112E-1
2.789592708E0,1.123945937E-1,9.354243875E-1,9.715570509E-2,9.471486474E-1
2.799567708E0,1.098353639E-1,8.806223869E-1,1.099875271E-1,8.942353447E-1
2.809542708E0,9.809801728E-2,8.172175884E-1,1.146938652E-1,8.310369971E-1
2.819516708E0,8.294062316E-2,7.371550798E-1,1.113810688E-1,7.501216576E-1
2.829491708E0,6.432299316E-2,6.440131068E-1,1.070638224E-1,6.560129505E-1
2.839466708E0,4.322660714E-2,5.471572876E-1,9.971898794E-2,5.578472134E-1
2.849441708E0,2.102330327E-2,4.477923214E-1,9.273404628E-2,4.577767423E-1
2.859416708E0,-4.947531968E-3,3.462253511E-1,8.490006626E-2,3.565171708E-1
2.869391708E0,-2.573829889E-2,2.470809072E-1,7.625890523E-2,2.598592992E-1
2.879366708E0,-4.887463152E-2,1.541732252E-1,6.889134645E-2,1.757957069E-1
2.889341708E0,-6.808827817E-2,7.127593458E-2,6.021850184E-2,1.155099149E-1
2.899315708E0,-8.621611446E-2,3.178142942E-3,4.952954873E-2,9.948112978E-2
2.909290708E0,-9.698726982E-2,-5.878669396E-2,3.570534661E-2,1.189002846E-1
2.919265708E0,-1.105030626E-1,-1.090850607E-1,2.002104931E-2,1.565609138E-1
2.929243000E0,-1.154621318E-1,-1.625778526E-1,-7.569333538E-4,1.994082119E-1
2.939218000E0,-1.126577631E-1,-2.079985291E-1,-2.112389728E-2,2.374897444E-1
2.949193000E0,-1.139960065E-1,-2.591256499E-1,-4.497995973E-2,2.866433127E-1
2.959168000E0,-1.090075448E-1,-3.194328249E-1,-6.619576365E-2,3.439503649E-1
2.969143000E0,-9.841562063E-2,-3.867767155E-1,-8.270096779E-2,4.075798230E-1
2.979117000E0,-8.809231222E-2,-4.603974223E-1,-8.986106515E-2,4.772850856E-1
2.989092000E0,-6.991543621E-2,-5.351994634E-1,-9.181156754E-2,5.474997696E-1
2.999067000E0,-5.030158907E-2,-6.161476374E-1,-8.537799120E-2,6.240653510E-1
3.009042000E0,-3.078833781E-2,-6.996204257E-1,-7.136151195E-2,7.039240919E-1
3.019017000E0,-1.014764979E-2,-7.871917486E-1,-5.793153495E-2,7.893857654E-1
3.028992000E0,1.249028463E-2,-8.685190678E-1,-3.809657693E-2,8.694439185E-1
3.038967000E0,3.195040673E-2,-9.462734461E-1,-1.722320914E-2,9.469693248E-1
