"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.446939000E0,-7.622435689E-2,3.822180033E-1,-3.944802098E-3,3.897644366E-1
1.456914000E0,-5.056316778E-2,4.244389832E-1,-4.307046067E-3,4.274618521E-1
1.466890000E0,-2.348654345E-2,4.858565331E-1,-7.360892836E-3,4.864795691E-1
1.476865000E0,6.062074564E-3,5.716955662E-1,-7.264306769E-4,5.717281669E-1
1.486841000E0,3.384523466E-2,6.680967212E-1,4.490884021E-4,6.689536086E-1
1.496817000E0,5.919338763E-2,7.712332606E-1,1.941663213E-3,7.735039557E-1
1.506792000E0,7.916363329E-2,8.734738827E-1,3.866861574E-3,8.770624021E-1
1.516768000E0,9.943142533E-2,9.614440203E-1,1.384258270E-3,9.665728781E-1
1.526743000E0,1.110457405E-1,1.037574649E0,1.055357978E-3,1.043500562E0
1.536719000E0,1.179473400E-1,1.082568407E0,-4.419837147E-3,1.088983685E0
1.546694000E0,1.239767373E-1,1.103076816E0,-5.957280286E-3,1.110037919E0
1.556670000E0,1.243544444E-1,1.095893383E0,-1.021701749E-2,1.102973582E0
1.566646000E0,1.211253554E-1,1.069522500E0,-1.410789602E-2,1.076451932E0
1.576621000E0,1.099286675E-1,1.028678417E0,-1.784063503E-2,1.034689270E0
1.586597000E0,9.108813852E-2,9.773870111E-1,-2.036717534E-2,9.818336113E-1
1.596572000E0,7.463086396E-2,9.191904068E-1,-2.530130371E-2,9.225621528E-1
1.606548000E0,5.152048543E-2,8.752104044E-1,-2.682276815E-2,8.771357211E-1
1.616523000E0,3.149570152E-2,8.435718417E-1,-2.721350454E-2,8.445981329E-1
1.626499000E0,9.463904426E-3,8.394239545E-1,-2.328427508E-2,8.398001538E-1
1.636474000E0,-1.213873457E-2,8.437628746E-1,-2.278998122E-2,8.441578766E-1
1.646450000E0,-3.627736121E-2,8.735804558E-1,-2.079527453E-2,8.745806441E-1
1.656426000E0,-5.777697638E-2,9.158346653E-1,-1.754502393E-2,9.178230445E-1
1.666401000E0,-8.237206936E-2,9.708662629E-1,-1.309221797E-2,9.744423351E-1
1.676377000E0,-1.044504046E-1,1.021012425E0,-1.008783560E-2,1.026390776E0
1.686352000E0,-1.224001050E-1,1.067494154E0,-7.609764114E-3,1.074515455E0
